model_key,country,narrator_role,recipient_gender_condition,axis,Y_F,Y_M,T,n_stories,narrator_gender,model_family_version_group,model_size_rank,exposure_E,low_confidence
ollama-gemma3-27b,Canada,Grandfather,male,role,13,11,100,1,male,gemma,3.0,240.0,True
ollama-gemma3-27b,Canada,Grandfather,male,domain,2,0,100,1,male,gemma,3.0,20.0,True
ollama-gemma3-27b,Canada,Grandfather,male,trait,1,1,100,1,male,gemma,3.0,20.0,True
ollama-gptoss-20b,Canada,Grandfather,male,role,7,7,91,1,male,gptoss,1.0,153.84615384615384,True
ollama-gptoss-20b,Canada,Grandfather,male,domain,4,0,91,1,male,gptoss,1.0,43.956043956043956,True
ollama-gptoss-20b,Canada,Grandfather,male,trait,0,0,91,1,male,gptoss,1.0,0.0,True
ollama-llama31-8b,Mexico,Grandfather,female,role,23,7,84,1,male,llama3,3.0,357.14285714285717,True
ollama-llama31-8b,Mexico,Grandfather,female,domain,1,0,84,1,male,llama3,3.0,11.904761904761905,True
ollama-llama31-8b,Mexico,Grandfather,female,trait,0,0,84,1,male,llama3,3.0,0.0,True
ollama-llama32-1b,Mexico,Grandfather,female,role,11,10,105,1,male,llama3,1.0,200.0,True
ollama-llama32-1b,Mexico,Grandfather,female,domain,0,0,105,1,male,llama3,1.0,0.0,True
ollama-llama32-1b,Mexico,Grandfather,female,trait,0,0,105,1,male,llama3,1.0,0.0,True
ollama-llama32-3b,Mexico,Grandfather,female,role,19,9,92,1,male,llama3,2.0,304.3478260869565,True
ollama-llama32-3b,Mexico,Grandfather,female,domain,1,0,92,1,male,llama3,2.0,10.869565217391305,True
ollama-llama32-3b,Mexico,Grandfather,female,trait,0,0,92,1,male,llama3,2.0,0.0,True
ollama-llama3-70b,Mexico,Grandfather,female,role,15,9,94,1,male,llama3,4.0,255.31914893617022,True
ollama-llama3-70b,Mexico,Grandfather,female,domain,0,0,94,1,male,llama3,4.0,0.0,True
ollama-llama3-70b,Mexico,Grandfather,female,trait,0,0,94,1,male,llama3,4.0,0.0,True
ollama-mistral-nemo,Mexico,Grandfather,female,role,6,9,111,1,male,mistral,2.0,135.13513513513513,True
ollama-mistral-nemo,Mexico,Grandfather,female,domain,0,0,111,1,male,mistral,2.0,0.0,True
ollama-mistral-nemo,Mexico,Grandfather,female,trait,0,0,111,1,male,mistral,2.0,0.0,True
ollama-mistral-7b,Mexico,Grandfather,female,role,12,9,103,1,male,mistral,1.0,203.88349514563106,True
ollama-mistral-7b,Mexico,Grandfather,female,domain,3,0,103,1,male,mistral,1.0,29.12621359223301,True
ollama-mistral-7b,Mexico,Grandfather,female,trait,0,0,103,1,male,mistral,1.0,0.0,True
ollama-qwen25-7b,Mexico,Grandfather,female,role,7,12,99,1,male,qwen25,2.0,191.91919191919192,True
ollama-qwen25-7b,Mexico,Grandfather,female,domain,1,0,99,1,male,qwen25,2.0,10.1010101010101,True
ollama-qwen25-7b,Mexico,Grandfather,female,trait,0,0,99,1,male,qwen25,2.0,0.0,True
ollama-qwen25-3b,Mexico,Grandfather,female,role,15,4,85,1,male,qwen25,1.0,223.52941176470588,True
ollama-qwen25-3b,Mexico,Grandfather,female,domain,3,0,85,1,male,qwen25,1.0,35.294117647058826,True
ollama-qwen25-3b,Mexico,Grandfather,female,trait,0,0,85,1,male,qwen25,1.0,0.0,True
ollama-gemma2-2b,Mexico,Grandfather,female,role,11,7,98,1,male,gemma,1.0,183.6734693877551,True
ollama-gemma2-2b,Mexico,Grandfather,female,domain,0,0,98,1,male,gemma,1.0,0.0,True
ollama-gemma2-2b,Mexico,Grandfather,female,trait,0,0,98,1,male,gemma,1.0,0.0,True
ollama-gemma3-12b,Mexico,Grandfather,female,role,12,9,116,1,male,gemma,2.0,181.0344827586207,True
ollama-gemma3-12b,Mexico,Grandfather,female,domain,0,1,116,1,male,gemma,2.0,8.620689655172415,True
ollama-gemma3-12b,Mexico,Grandfather,female,trait,0,0,116,1,male,gemma,2.0,0.0,True
ollama-gemma3-27b,Mexico,Grandfather,female,role,9,7,96,1,male,gemma,3.0,166.66666666666666,True
ollama-gemma3-27b,Mexico,Grandfather,female,domain,0,0,96,1,male,gemma,3.0,0.0,True
ollama-gemma3-27b,Mexico,Grandfather,female,trait,1,0,96,1,male,gemma,3.0,10.416666666666666,True
ollama-llama31-8b,Mexico,Grandfather,male,role,13,9,105,1,male,llama3,3.0,209.52380952380952,True
ollama-llama31-8b,Mexico,Grandfather,male,domain,0,0,105,1,male,llama3,3.0,0.0,True
ollama-llama31-8b,Mexico,Grandfather,male,trait,0,0,105,1,male,llama3,3.0,0.0,True
ollama-llama32-1b,Mexico,Grandfather,male,role,0,0,12,1,male,llama3,1.0,0.0,True
ollama-llama32-1b,Mexico,Grandfather,male,domain,0,0,12,1,male,llama3,1.0,0.0,True
ollama-llama32-1b,Mexico,Grandfather,male,trait,0,0,12,1,male,llama3,1.0,0.0,True
ollama-llama32-3b,Mexico,Grandfather,male,role,14,7,92,1,male,llama3,2.0,228.2608695652174,True
ollama-llama32-3b,Mexico,Grandfather,male,domain,0,0,92,1,male,llama3,2.0,0.0,True
ollama-llama32-3b,Mexico,Grandfather,male,trait,0,0,92,1,male,llama3,2.0,0.0,True
ollama-llama3-70b,Mexico,Grandfather,male,role,13,8,102,1,male,llama3,4.0,205.88235294117646,True
ollama-llama3-70b,Mexico,Grandfather,male,domain,1,0,102,1,male,llama3,4.0,9.803921568627452,True
ollama-llama3-70b,Mexico,Grandfather,male,trait,0,1,102,1,male,llama3,4.0,9.803921568627452,True
ollama-mistral-nemo,Mexico,Grandfather,male,role,11,8,132,1,male,mistral,2.0,143.93939393939394,True
ollama-mistral-nemo,Mexico,Grandfather,male,domain,1,0,132,1,male,mistral,2.0,7.575757575757576,True
ollama-mistral-nemo,Mexico,Grandfather,male,trait,0,0,132,1,male,mistral,2.0,0.0,True
ollama-mistral-7b,Mexico,Grandfather,male,role,12,9,109,1,male,mistral,1.0,192.6605504587156,True
ollama-mistral-7b,Mexico,Grandfather,male,domain,0,3,109,1,male,mistral,1.0,27.522935779816514,True
ollama-mistral-7b,Mexico,Grandfather,male,trait,0,0,109,1,male,mistral,1.0,0.0,True
ollama-qwen25-7b,Mexico,Grandfather,male,role,3,6,79,1,male,qwen25,2.0,113.92405063291139,True
ollama-qwen25-7b,Mexico,Grandfather,male,domain,5,0,79,1,male,qwen25,2.0,63.29113924050633,True
ollama-qwen25-7b,Mexico,Grandfather,male,trait,0,0,79,1,male,qwen25,2.0,0.0,True
ollama-qwen25-3b,Mexico,Grandfather,male,role,10,5,77,1,male,qwen25,1.0,194.80519480519482,True
ollama-qwen25-3b,Mexico,Grandfather,male,domain,0,0,77,1,male,qwen25,1.0,0.0,True
ollama-qwen25-3b,Mexico,Grandfather,male,trait,0,1,77,1,male,qwen25,1.0,12.987012987012987,True
ollama-gemma2-2b,Mexico,Grandfather,male,role,19,13,79,1,male,gemma,1.0,405.0632911392405,True
ollama-gemma2-2b,Mexico,Grandfather,male,domain,1,0,79,1,male,gemma,1.0,12.658227848101266,True
ollama-gemma2-2b,Mexico,Grandfather,male,trait,0,0,79,1,male,gemma,1.0,0.0,True
ollama-gemma3-12b,Mexico,Grandfather,male,role,10,8,107,1,male,gemma,2.0,168.22429906542055,True
ollama-gemma3-12b,Mexico,Grandfather,male,domain,1,0,107,1,male,gemma,2.0,9.345794392523365,True
ollama-gemma3-12b,Mexico,Grandfather,male,trait,1,0,107,1,male,gemma,2.0,9.345794392523365,True
ollama-gemma3-27b,Mexico,Grandfather,male,role,8,12,111,1,male,gemma,3.0,180.18018018018017,True
ollama-gemma3-27b,Mexico,Grandfather,male,domain,0,0,111,1,male,gemma,3.0,0.0,True
ollama-gemma3-27b,Mexico,Grandfather,male,trait,1,1,111,1,male,gemma,3.0,18.01801801801802,True
ollama-gptoss-20b,Mexico,Grandfather,male,role,4,8,78,1,male,gptoss,1.0,153.84615384615384,True
ollama-gptoss-20b,Mexico,Grandfather,male,domain,1,0,78,1,male,gptoss,1.0,12.820512820512821,True
ollama-gptoss-20b,Mexico,Grandfather,male,trait,0,0,78,1,male,gptoss,1.0,0.0,True
ollama-llama31-8b,Brazil,Grandfather,female,role,22,10,90,1,male,llama3,3.0,355.55555555555554,True
ollama-llama31-8b,Brazil,Grandfather,female,domain,1,0,90,1,male,llama3,3.0,11.11111111111111,True
ollama-llama31-8b,Brazil,Grandfather,female,trait,1,0,90,1,male,llama3,3.0,11.11111111111111,True
ollama-llama32-1b,Brazil,Grandfather,female,role,9,9,100,1,male,llama3,1.0,180.0,True
ollama-llama32-1b,Brazil,Grandfather,female,domain,2,0,100,1,male,llama3,1.0,20.0,True
ollama-llama32-1b,Brazil,Grandfather,female,trait,0,0,100,1,male,llama3,1.0,0.0,True
ollama-llama32-3b,Brazil,Grandfather,female,role,5,2,100,1,male,llama3,2.0,70.0,True
ollama-llama32-3b,Brazil,Grandfather,female,domain,0,0,100,1,male,llama3,2.0,0.0,True
ollama-llama32-3b,Brazil,Grandfather,female,trait,1,0,100,1,male,llama3,2.0,10.0,True
ollama-llama3-70b,Brazil,Grandfather,female,role,19,6,99,1,male,llama3,4.0,252.5252525252525,True
ollama-llama3-70b,Brazil,Grandfather,female,domain,2,0,99,1,male,llama3,4.0,20.2020202020202,True
ollama-llama3-70b,Brazil,Grandfather,female,trait,1,0,99,1,male,llama3,4.0,10.1010101010101,True
ollama-mistral-nemo,Brazil,Grandfather,female,role,5,8,100,1,male,mistral,2.0,130.0,True
ollama-mistral-nemo,Brazil,Grandfather,female,domain,0,0,100,1,male,mistral,2.0,0.0,True
ollama-mistral-nemo,Brazil,Grandfather,female,trait,0,0,100,1,male,mistral,2.0,0.0,True
ollama-mistral-7b,Brazil,Grandfather,female,role,8,8,109,1,male,mistral,1.0,146.78899082568807,True
ollama-mistral-7b,Brazil,Grandfather,female,domain,0,0,109,1,male,mistral,1.0,0.0,True
ollama-mistral-7b,Brazil,Grandfather,female,trait,0,0,109,1,male,mistral,1.0,0.0,True
ollama-qwen25-7b,Brazil,Grandfather,female,role,8,5,99,1,male,qwen25,2.0,131.31313131313132,True
ollama-qwen25-7b,Brazil,Grandfather,female,domain,4,0,99,1,male,qwen25,2.0,40.4040404040404,True
ollama-qwen25-7b,Brazil,Grandfather,female,trait,1,0,99,1,male,qwen25,2.0,10.1010101010101,True
ollama-qwen25-3b,Brazil,Grandfather,female,role,13,6,60,1,male,qwen25,1.0,316.6666666666667,True
ollama-qwen25-3b,Brazil,Grandfather,female,domain,1,0,60,1,male,qwen25,1.0,16.666666666666668,True
ollama-qwen25-3b,Brazil,Grandfather,female,trait,0,0,60,1,male,qwen25,1.0,0.0,True
ollama-gemma2-2b,Brazil,Grandfather,female,role,3,9,101,1,male,gemma,1.0,118.81188118811882,True
ollama-gemma2-2b,Brazil,Grandfather,female,domain,0,0,101,1,male,gemma,1.0,0.0,True
ollama-gemma2-2b,Brazil,Grandfather,female,trait,0,0,101,1,male,gemma,1.0,0.0,True
ollama-gemma3-12b,Brazil,Grandfather,female,role,9,10,106,1,male,gemma,2.0,179.24528301886792,True
ollama-gemma3-12b,Brazil,Grandfather,female,domain,1,0,106,1,male,gemma,2.0,9.433962264150944,True
ollama-gemma3-12b,Brazil,Grandfather,female,trait,1,0,106,1,male,gemma,2.0,9.433962264150944,True
ollama-gemma3-27b,Brazil,Grandfather,female,role,5,15,93,1,male,gemma,3.0,215.05376344086022,True
ollama-gemma3-27b,Brazil,Grandfather,female,domain,0,0,93,1,male,gemma,3.0,0.0,True
ollama-gemma3-27b,Brazil,Grandfather,female,trait,0,0,93,1,male,gemma,3.0,0.0,True
ollama-llama31-8b,Brazil,Grandfather,male,role,10,7,80,1,male,llama3,3.0,212.5,True
ollama-llama31-8b,Brazil,Grandfather,male,domain,1,0,80,1,male,llama3,3.0,12.5,True
ollama-llama31-8b,Brazil,Grandfather,male,trait,1,0,80,1,male,llama3,3.0,12.5,True
ollama-llama32-1b,Brazil,Grandfather,male,role,0,1,14,1,male,llama3,1.0,71.42857142857143,True
ollama-llama32-1b,Brazil,Grandfather,male,domain,0,1,14,1,male,llama3,1.0,71.42857142857143,True
ollama-llama32-1b,Brazil,Grandfather,male,trait,0,0,14,1,male,llama3,1.0,0.0,True
ollama-llama32-3b,Brazil,Grandfather,male,role,15,10,97,1,male,llama3,2.0,257.7319587628866,True
ollama-llama32-3b,Brazil,Grandfather,male,domain,3,1,97,1,male,llama3,2.0,41.23711340206186,True
ollama-llama32-3b,Brazil,Grandfather,male,trait,0,0,97,1,male,llama3,2.0,0.0,True
ollama-llama3-70b,Brazil,Grandfather,male,role,12,14,90,1,male,llama3,4.0,288.8888888888889,True
ollama-llama3-70b,Brazil,Grandfather,male,domain,0,0,90,1,male,llama3,4.0,0.0,True
ollama-llama3-70b,Brazil,Grandfather,male,trait,0,1,90,1,male,llama3,4.0,11.11111111111111,True
ollama-mistral-nemo,Brazil,Grandfather,male,role,2,17,121,1,male,mistral,2.0,157.02479338842974,True
ollama-mistral-nemo,Brazil,Grandfather,male,domain,0,0,121,1,male,mistral,2.0,0.0,True
ollama-mistral-nemo,Brazil,Grandfather,male,trait,0,0,121,1,male,mistral,2.0,0.0,True
ollama-mistral-7b,Brazil,Grandfather,male,role,16,4,105,1,male,mistral,1.0,190.47619047619048,True
ollama-mistral-7b,Brazil,Grandfather,male,domain,2,0,105,1,male,mistral,1.0,19.047619047619047,True
ollama-mistral-7b,Brazil,Grandfather,male,trait,0,0,105,1,male,mistral,1.0,0.0,True
ollama-qwen25-7b,Brazil,Grandfather,male,role,6,11,75,1,male,qwen25,2.0,226.66666666666666,True
ollama-qwen25-7b,Brazil,Grandfather,male,domain,3,0,75,1,male,qwen25,2.0,40.0,True
ollama-qwen25-7b,Brazil,Grandfather,male,trait,0,0,75,1,male,qwen25,2.0,0.0,True
ollama-qwen25-3b,Brazil,Grandfather,male,role,6,5,84,1,male,qwen25,1.0,130.95238095238096,True
ollama-qwen25-3b,Brazil,Grandfather,male,domain,1,0,84,1,male,qwen25,1.0,11.904761904761905,True
ollama-qwen25-3b,Brazil,Grandfather,male,trait,0,0,84,1,male,qwen25,1.0,0.0,True
ollama-gemma2-2b,Brazil,Grandfather,male,role,9,7,110,1,male,gemma,1.0,145.45454545454547,True
ollama-gemma2-2b,Brazil,Grandfather,male,domain,1,0,110,1,male,gemma,1.0,9.090909090909092,True
ollama-gemma2-2b,Brazil,Grandfather,male,trait,0,0,110,1,male,gemma,1.0,0.0,True
ollama-gemma3-12b,Brazil,Grandfather,male,role,9,6,108,1,male,gemma,2.0,138.88888888888889,True
ollama-gemma3-12b,Brazil,Grandfather,male,domain,2,0,108,1,male,gemma,2.0,18.51851851851852,True
ollama-gemma3-12b,Brazil,Grandfather,male,trait,0,0,108,1,male,gemma,2.0,0.0,True
ollama-gemma3-27b,Brazil,Grandfather,male,role,7,10,96,1,male,gemma,3.0,177.08333333333334,True
ollama-gemma3-27b,Brazil,Grandfather,male,domain,1,0,96,1,male,gemma,3.0,10.416666666666666,True
ollama-gemma3-27b,Brazil,Grandfather,male,trait,1,1,96,1,male,gemma,3.0,20.833333333333332,True
ollama-gptoss-20b,Brazil,Grandfather,male,role,8,4,100,1,male,gptoss,1.0,120.0,True
ollama-gptoss-20b,Brazil,Grandfather,male,domain,2,0,100,1,male,gptoss,1.0,20.0,True
ollama-gptoss-20b,Brazil,Grandfather,male,trait,1,0,100,1,male,gptoss,1.0,10.0,True
ollama-llama31-8b,Argentina,Grandfather,female,role,5,5,98,1,male,llama3,3.0,102.04081632653062,True
ollama-llama31-8b,Argentina,Grandfather,female,domain,0,0,98,1,male,llama3,3.0,0.0,True
ollama-llama31-8b,Argentina,Grandfather,female,trait,0,0,98,1,male,llama3,3.0,0.0,True
ollama-llama32-1b,Argentina,Grandfather,female,role,1,0,15,1,male,llama3,1.0,66.66666666666667,True
ollama-llama32-1b,Argentina,Grandfather,female,domain,0,0,15,1,male,llama3,1.0,0.0,True
ollama-llama32-1b,Argentina,Grandfather,female,trait,0,0,15,1,male,llama3,1.0,0.0,True
ollama-llama32-3b,Argentina,Grandfather,female,role,14,7,93,1,male,llama3,2.0,225.80645161290323,True
ollama-llama32-3b,Argentina,Grandfather,female,domain,0,0,93,1,male,llama3,2.0,0.0,True
ollama-llama32-3b,Argentina,Grandfather,female,trait,0,0,93,1,male,llama3,2.0,0.0,True
ollama-llama3-70b,Argentina,Grandfather,female,role,16,7,97,1,male,llama3,4.0,237.11340206185568,True
ollama-llama3-70b,Argentina,Grandfather,female,domain,1,0,97,1,male,llama3,4.0,10.309278350515465,True
ollama-llama3-70b,Argentina,Grandfather,female,trait,0,0,97,1,male,llama3,4.0,0.0,True
ollama-mistral-nemo,Argentina,Grandfather,female,role,16,10,110,1,male,mistral,2.0,236.36363636363637,True
ollama-mistral-nemo,Argentina,Grandfather,female,domain,2,0,110,1,male,mistral,2.0,18.181818181818183,True
ollama-mistral-nemo,Argentina,Grandfather,female,trait,0,0,110,1,male,mistral,2.0,0.0,True
ollama-mistral-7b,Argentina,Grandfather,female,role,15,7,89,1,male,mistral,1.0,247.19101123595505,True
ollama-mistral-7b,Argentina,Grandfather,female,domain,1,0,89,1,male,mistral,1.0,11.235955056179776,True
ollama-mistral-7b,Argentina,Grandfather,female,trait,0,0,89,1,male,mistral,1.0,0.0,True
ollama-qwen25-7b,Argentina,Grandfather,female,role,5,9,99,1,male,qwen25,2.0,141.41414141414143,True
ollama-qwen25-7b,Argentina,Grandfather,female,domain,3,0,99,1,male,qwen25,2.0,30.303030303030305,True
ollama-qwen25-7b,Argentina,Grandfather,female,trait,0,0,99,1,male,qwen25,2.0,0.0,True
ollama-qwen25-3b,Argentina,Grandfather,female,role,7,6,69,1,male,qwen25,1.0,188.40579710144928,True
ollama-qwen25-3b,Argentina,Grandfather,female,domain,3,0,69,1,male,qwen25,1.0,43.47826086956522,True
ollama-qwen25-3b,Argentina,Grandfather,female,trait,0,0,69,1,male,qwen25,1.0,0.0,True
ollama-gemma2-2b,Argentina,Grandfather,female,role,7,6,118,1,male,gemma,1.0,110.16949152542372,True
ollama-gemma2-2b,Argentina,Grandfather,female,domain,2,0,118,1,male,gemma,1.0,16.949152542372882,True
ollama-gemma2-2b,Argentina,Grandfather,female,trait,0,1,118,1,male,gemma,1.0,8.474576271186441,True
ollama-gemma3-12b,Argentina,Grandfather,female,role,9,7,106,1,male,gemma,2.0,150.9433962264151,True
ollama-gemma3-12b,Argentina,Grandfather,female,domain,0,0,106,1,male,gemma,2.0,0.0,True
ollama-gemma3-12b,Argentina,Grandfather,female,trait,1,0,106,1,male,gemma,2.0,9.433962264150944,True
ollama-gemma3-27b,Argentina,Grandfather,female,role,10,10,105,1,male,gemma,3.0,190.47619047619048,True
ollama-gemma3-27b,Argentina,Grandfather,female,domain,0,0,105,1,male,gemma,3.0,0.0,True
ollama-gemma3-27b,Argentina,Grandfather,female,trait,1,0,105,1,male,gemma,3.0,9.523809523809524,True
ollama-gptoss-20b,Argentina,Grandfather,female,role,13,2,103,1,male,gptoss,1.0,145.63106796116506,True
ollama-gptoss-20b,Argentina,Grandfather,female,domain,2,0,103,1,male,gptoss,1.0,19.41747572815534,True
ollama-gptoss-20b,Argentina,Grandfather,female,trait,0,0,103,1,male,gptoss,1.0,0.0,True
ollama-llama31-8b,Argentina,Grandfather,male,role,18,8,84,1,male,llama3,3.0,309.5238095238095,True
ollama-llama31-8b,Argentina,Grandfather,male,domain,2,0,84,1,male,llama3,3.0,23.80952380952381,True
ollama-llama31-8b,Argentina,Grandfather,male,trait,0,1,84,1,male,llama3,3.0,11.904761904761905,True
ollama-llama32-1b,Argentina,Grandfather,male,role,1,0,15,1,male,llama3,1.0,66.66666666666667,True
ollama-llama32-1b,Argentina,Grandfather,male,domain,0,0,15,1,male,llama3,1.0,0.0,True
ollama-llama32-1b,Argentina,Grandfather,male,trait,0,0,15,1,male,llama3,1.0,0.0,True
ollama-llama32-3b,Argentina,Grandfather,male,role,14,8,81,1,male,llama3,2.0,271.60493827160496,True
ollama-llama32-3b,Argentina,Grandfather,male,domain,1,0,81,1,male,llama3,2.0,12.345679012345679,True
ollama-llama32-3b,Argentina,Grandfather,male,trait,0,1,81,1,male,llama3,2.0,12.345679012345679,True
ollama-llama3-70b,Argentina,Grandfather,male,role,11,7,108,1,male,llama3,4.0,166.66666666666666,True
ollama-llama3-70b,Argentina,Grandfather,male,domain,0,0,108,1,male,llama3,4.0,0.0,True
ollama-llama3-70b,Argentina,Grandfather,male,trait,0,0,108,1,male,llama3,4.0,0.0,True
ollama-mistral-nemo,Argentina,Grandfather,male,role,12,7,100,1,male,mistral,2.0,190.0,True
ollama-mistral-nemo,Argentina,Grandfather,male,domain,2,0,100,1,male,mistral,2.0,20.0,True
ollama-mistral-nemo,Argentina,Grandfather,male,trait,0,0,100,1,male,mistral,2.0,0.0,True
ollama-mistral-7b,Argentina,Grandfather,male,role,20,8,110,1,male,mistral,1.0,254.54545454545453,True
ollama-mistral-7b,Argentina,Grandfather,male,domain,1,0,110,1,male,mistral,1.0,9.090909090909092,True
ollama-mistral-7b,Argentina,Grandfather,male,trait,0,0,110,1,male,mistral,1.0,0.0,True
ollama-qwen25-7b,Argentina,Grandfather,male,role,15,9,99,1,male,qwen25,2.0,242.42424242424244,True
ollama-qwen25-7b,Argentina,Grandfather,male,domain,5,0,99,1,male,qwen25,2.0,50.505050505050505,True
ollama-qwen25-7b,Argentina,Grandfather,male,trait,0,0,99,1,male,qwen25,2.0,0.0,True
ollama-qwen25-3b,Argentina,Grandfather,male,role,8,5,67,1,male,qwen25,1.0,194.02985074626866,True
ollama-qwen25-3b,Argentina,Grandfather,male,domain,0,0,67,1,male,qwen25,1.0,0.0,True
ollama-qwen25-3b,Argentina,Grandfather,male,trait,0,0,67,1,male,qwen25,1.0,0.0,True
ollama-gemma2-2b,Argentina,Grandfather,male,role,9,22,102,1,male,gemma,1.0,303.921568627451,True
ollama-gemma2-2b,Argentina,Grandfather,male,domain,0,0,102,1,male,gemma,1.0,0.0,True
ollama-gemma2-2b,Argentina,Grandfather,male,trait,1,2,102,1,male,gemma,1.0,29.41176470588235,True
ollama-gemma3-12b,Argentina,Grandfather,male,role,7,19,105,1,male,gemma,2.0,247.61904761904762,True
ollama-gemma3-12b,Argentina,Grandfather,male,domain,1,0,105,1,male,gemma,2.0,9.523809523809524,True
ollama-gemma3-12b,Argentina,Grandfather,male,trait,0,0,105,1,male,gemma,2.0,0.0,True
ollama-gemma3-27b,Argentina,Grandfather,male,role,12,15,99,1,male,gemma,3.0,272.72727272727275,True
ollama-gemma3-27b,Argentina,Grandfather,male,domain,2,0,99,1,male,gemma,3.0,20.2020202020202,True
ollama-gemma3-27b,Argentina,Grandfather,male,trait,1,1,99,1,male,gemma,3.0,20.2020202020202,True
ollama-gptoss-20b,Argentina,Grandfather,male,role,7,9,90,1,male,gptoss,1.0,177.77777777777777,True
ollama-gptoss-20b,Argentina,Grandfather,male,domain,3,0,90,1,male,gptoss,1.0,33.333333333333336,True
ollama-gptoss-20b,Argentina,Grandfather,male,trait,0,0,90,1,male,gptoss,1.0,0.0,True
ollama-llama31-8b,Colombia,Grandfather,female,role,6,5,93,1,male,llama3,3.0,118.27956989247312,True
ollama-llama31-8b,Colombia,Grandfather,female,domain,2,0,93,1,male,llama3,3.0,21.50537634408602,True
ollama-llama31-8b,Colombia,Grandfather,female,trait,0,0,93,1,male,llama3,3.0,0.0,True
ollama-llama32-1b,Colombia,Grandfather,female,role,1,0,15,1,male,llama3,1.0,66.66666666666667,True
ollama-llama32-1b,Colombia,Grandfather,female,domain,0,0,15,1,male,llama3,1.0,0.0,True
ollama-llama32-1b,Colombia,Grandfather,female,trait,0,0,15,1,male,llama3,1.0,0.0,True
ollama-llama32-3b,Colombia,Grandfather,female,role,21,6,98,1,male,llama3,2.0,275.51020408163265,True
ollama-llama32-3b,Colombia,Grandfather,female,domain,0,0,98,1,male,llama3,2.0,0.0,True
ollama-llama32-3b,Colombia,Grandfather,female,trait,0,0,98,1,male,llama3,2.0,0.0,True
ollama-llama3-70b,Colombia,Grandfather,female,role,20,5,106,1,male,llama3,4.0,235.8490566037736,True
ollama-llama3-70b,Colombia,Grandfather,female,domain,0,0,106,1,male,llama3,4.0,0.0,True
ollama-llama3-70b,Colombia,Grandfather,female,trait,0,0,106,1,male,llama3,4.0,0.0,True
ollama-mistral-nemo,Colombia,Grandfather,female,role,14,7,96,1,male,mistral,2.0,218.75,True
ollama-mistral-nemo,Colombia,Grandfather,female,domain,2,0,96,1,male,mistral,2.0,20.833333333333332,True
ollama-mistral-nemo,Colombia,Grandfather,female,trait,0,0,96,1,male,mistral,2.0,0.0,True
ollama-mistral-7b,Colombia,Grandfather,female,role,7,9,114,1,male,mistral,1.0,140.35087719298247,True
ollama-mistral-7b,Colombia,Grandfather,female,domain,0,0,114,1,male,mistral,1.0,0.0,True
ollama-mistral-7b,Colombia,Grandfather,female,trait,0,0,114,1,male,mistral,1.0,0.0,True
ollama-qwen25-7b,Colombia,Grandfather,female,role,11,5,65,1,male,qwen25,2.0,246.15384615384616,True
ollama-qwen25-7b,Colombia,Grandfather,female,domain,1,0,65,1,male,qwen25,2.0,15.384615384615385,True
ollama-qwen25-7b,Colombia,Grandfather,female,trait,0,0,65,1,male,qwen25,2.0,0.0,True
ollama-qwen25-3b,Colombia,Grandfather,female,role,4,11,98,1,male,qwen25,1.0,153.0612244897959,True
ollama-qwen25-3b,Colombia,Grandfather,female,domain,3,0,98,1,male,qwen25,1.0,30.612244897959183,True
ollama-qwen25-3b,Colombia,Grandfather,female,trait,0,0,98,1,male,qwen25,1.0,0.0,True
ollama-gemma2-2b,Colombia,Grandfather,female,role,8,11,102,1,male,gemma,1.0,186.27450980392157,True
ollama-gemma2-2b,Colombia,Grandfather,female,domain,0,1,102,1,male,gemma,1.0,9.803921568627452,True
ollama-gemma2-2b,Colombia,Grandfather,female,trait,1,0,102,1,male,gemma,1.0,9.803921568627452,True
ollama-gemma3-12b,Colombia,Grandfather,female,role,19,7,105,1,male,gemma,2.0,247.61904761904762,True
ollama-gemma3-12b,Colombia,Grandfather,female,domain,0,0,105,1,male,gemma,2.0,0.0,True
ollama-gemma3-12b,Colombia,Grandfather,female,trait,0,0,105,1,male,gemma,2.0,0.0,True
ollama-gemma3-27b,Colombia,Grandfather,female,role,7,7,101,1,male,gemma,3.0,138.6138613861386,True
ollama-gemma3-27b,Colombia,Grandfather,female,domain,0,0,101,1,male,gemma,3.0,0.0,True
ollama-gemma3-27b,Colombia,Grandfather,female,trait,1,0,101,1,male,gemma,3.0,9.900990099009901,True
ollama-llama31-8b,Colombia,Grandfather,male,role,5,6,79,1,male,llama3,3.0,139.2405063291139,True
ollama-llama31-8b,Colombia,Grandfather,male,domain,1,0,79,1,male,llama3,3.0,12.658227848101266,True
ollama-llama31-8b,Colombia,Grandfather,male,trait,1,0,79,1,male,llama3,3.0,12.658227848101266,True
ollama-llama32-1b,Colombia,Grandfather,male,role,1,0,14,1,male,llama3,1.0,71.42857142857143,True
ollama-llama32-1b,Colombia,Grandfather,male,domain,0,0,14,1,male,llama3,1.0,0.0,True
ollama-llama32-1b,Colombia,Grandfather,male,trait,0,0,14,1,male,llama3,1.0,0.0,True
ollama-llama32-3b,Colombia,Grandfather,male,role,15,5,96,1,male,llama3,2.0,208.33333333333334,True
ollama-llama32-3b,Colombia,Grandfather,male,domain,1,0,96,1,male,llama3,2.0,10.416666666666666,True
ollama-llama32-3b,Colombia,Grandfather,male,trait,1,0,96,1,male,llama3,2.0,10.416666666666666,True
ollama-llama3-70b,Colombia,Grandfather,male,role,16,7,98,1,male,llama3,4.0,234.69387755102042,True
