id,axis,Y_F,Y_M,T,country,narrator_role,narrator_gender,recipient_gender_condition,recipient_gender_label,model_key,model_family_version_group,H_exposure
ollama-qwen25-7b_OlderSister_Egypt_female,trait,0,0,88,Egypt,Older Sister,female,female,daughter,ollama-qwen25-7b,qwen25,0
ollama-qwen25-3b_OlderSister_Egypt_female,role,12,5,60,Egypt,Older Sister,female,female,daughter,ollama-qwen25-3b,qwen25,17
ollama-qwen25-3b_OlderSister_Egypt_female,domain,1,0,60,Egypt,Older Sister,female,female,daughter,ollama-qwen25-3b,qwen25,1
ollama-qwen25-3b_OlderSister_Egypt_female,trait,0,0,60,Egypt,Older Sister,female,female,daughter,ollama-qwen25-3b,qwen25,0
ollama-gemma2-2b_OlderSister_Egypt_female,role,10,9,89,Egypt,Older Sister,female,female,daughter,ollama-gemma2-2b,gemma,19
ollama-gemma2-2b_OlderSister_Egypt_female,domain,0,0,89,Egypt,Older Sister,female,female,daughter,ollama-gemma2-2b,gemma,0
ollama-gemma2-2b_OlderSister_Egypt_female,trait,0,0,89,Egypt,Older Sister,female,female,daughter,ollama-gemma2-2b,gemma,0
ollama-gemma3-12b_OlderSister_Egypt_female,role,11,11,105,Egypt,Older Sister,female,female,daughter,ollama-gemma3-12b,gemma,22
ollama-gemma3-12b_OlderSister_Egypt_female,domain,0,0,105,Egypt,Older Sister,female,female,daughter,ollama-gemma3-12b,gemma,0
ollama-gemma3-12b_OlderSister_Egypt_female,trait,0,0,105,Egypt,Older Sister,female,female,daughter,ollama-gemma3-12b,gemma,0
ollama-gemma3-27b_OlderSister_Egypt_female,role,11,8,111,Egypt,Older Sister,female,female,daughter,ollama-gemma3-27b,gemma,19
ollama-gemma3-27b_OlderSister_Egypt_female,domain,0,0,111,Egypt,Older Sister,female,female,daughter,ollama-gemma3-27b,gemma,0
ollama-gemma3-27b_OlderSister_Egypt_female,trait,2,0,111,Egypt,Older Sister,female,female,daughter,ollama-gemma3-27b,gemma,2
ollama-llama31-8b_OlderSister_Egypt_male,role,20,6,94,Egypt,Older Sister,female,male,son,ollama-llama31-8b,llama3,26
ollama-llama31-8b_OlderSister_Egypt_male,domain,1,0,94,Egypt,Older Sister,female,male,son,ollama-llama31-8b,llama3,1
ollama-llama31-8b_OlderSister_Egypt_male,trait,0,0,94,Egypt,Older Sister,female,male,son,ollama-llama31-8b,llama3,0
ollama-llama32-1b_OlderSister_Egypt_male,role,1,1,20,Egypt,Older Sister,female,male,son,ollama-llama32-1b,llama3,2
ollama-llama32-1b_OlderSister_Egypt_male,domain,0,0,20,Egypt,Older Sister,female,male,son,ollama-llama32-1b,llama3,0
ollama-llama32-1b_OlderSister_Egypt_male,trait,0,0,20,Egypt,Older Sister,female,male,son,ollama-llama32-1b,llama3,0
ollama-llama32-3b_OlderSister_Egypt_male,role,11,5,98,Egypt,Older Sister,female,male,son,ollama-llama32-3b,llama3,16
ollama-llama32-3b_OlderSister_Egypt_male,domain,1,0,98,Egypt,Older Sister,female,male,son,ollama-llama32-3b,llama3,1
ollama-llama32-3b_OlderSister_Egypt_male,trait,0,0,98,Egypt,Older Sister,female,male,son,ollama-llama32-3b,llama3,0
ollama-llama3-70b_OlderSister_Egypt_male,role,10,8,117,Egypt,Older Sister,female,male,son,ollama-llama3-70b,llama3,18
ollama-llama3-70b_OlderSister_Egypt_male,domain,1,0,117,Egypt,Older Sister,female,male,son,ollama-llama3-70b,llama3,1
ollama-llama3-70b_OlderSister_Egypt_male,trait,0,0,117,Egypt,Older Sister,female,male,son,ollama-llama3-70b,llama3,0
ollama-mistral-nemo_OlderSister_Egypt_male,role,7,7,95,Egypt,Older Sister,female,male,son,ollama-mistral-nemo,mistral,14
ollama-mistral-nemo_OlderSister_Egypt_male,domain,0,1,95,Egypt,Older Sister,female,male,son,ollama-mistral-nemo,mistral,1
ollama-mistral-nemo_OlderSister_Egypt_male,trait,0,0,95,Egypt,Older Sister,female,male,son,ollama-mistral-nemo,mistral,0
ollama-mistral-7b_OlderSister_Egypt_male,role,10,9,117,Egypt,Older Sister,female,male,son,ollama-mistral-7b,mistral,19
ollama-mistral-7b_OlderSister_Egypt_male,domain,2,0,117,Egypt,Older Sister,female,male,son,ollama-mistral-7b,mistral,2
ollama-mistral-7b_OlderSister_Egypt_male,trait,0,0,117,Egypt,Older Sister,female,male,son,ollama-mistral-7b,mistral,0
ollama-qwen25-7b_OlderSister_Egypt_male,role,5,6,88,Egypt,Older Sister,female,male,son,ollama-qwen25-7b,qwen25,11
ollama-qwen25-7b_OlderSister_Egypt_male,domain,2,0,88,Egypt,Older Sister,female,male,son,ollama-qwen25-7b,qwen25,2
ollama-qwen25-7b_OlderSister_Egypt_male,trait,0,0,88,Egypt,Older Sister,female,male,son,ollama-qwen25-7b,qwen25,0
ollama-qwen25-3b_OlderSister_Egypt_male,role,8,2,88,Egypt,Older Sister,female,male,son,ollama-qwen25-3b,qwen25,10
ollama-qwen25-3b_OlderSister_Egypt_male,domain,1,0,88,Egypt,Older Sister,female,male,son,ollama-qwen25-3b,qwen25,1
ollama-qwen25-3b_OlderSister_Egypt_male,trait,0,0,88,Egypt,Older Sister,female,male,son,ollama-qwen25-3b,qwen25,0
ollama-gemma2-2b_OlderSister_Egypt_male,role,10,3,107,Egypt,Older Sister,female,male,son,ollama-gemma2-2b,gemma,13
ollama-gemma2-2b_OlderSister_Egypt_male,domain,3,0,107,Egypt,Older Sister,female,male,son,ollama-gemma2-2b,gemma,3
ollama-gemma2-2b_OlderSister_Egypt_male,trait,0,0,107,Egypt,Older Sister,female,male,son,ollama-gemma2-2b,gemma,0
ollama-gemma3-12b_OlderSister_Egypt_male,role,8,15,102,Egypt,Older Sister,female,male,son,ollama-gemma3-12b,gemma,23
ollama-gemma3-12b_OlderSister_Egypt_male,domain,3,1,102,Egypt,Older Sister,female,male,son,ollama-gemma3-12b,gemma,4
ollama-gemma3-12b_OlderSister_Egypt_male,trait,0,0,102,Egypt,Older Sister,female,male,son,ollama-gemma3-12b,gemma,0
ollama-gemma3-27b_OlderSister_Egypt_male,role,6,4,93,Egypt,Older Sister,female,male,son,ollama-gemma3-27b,gemma,10
ollama-gemma3-27b_OlderSister_Egypt_male,domain,0,0,93,Egypt,Older Sister,female,male,son,ollama-gemma3-27b,gemma,0
ollama-gemma3-27b_OlderSister_Egypt_male,trait,1,0,93,Egypt,Older Sister,female,male,son,ollama-gemma3-27b,gemma,1
ollama-gptoss-20b_OlderSister_Egypt_male,role,8,7,87,Egypt,Older Sister,female,male,son,ollama-gptoss-20b,gptoss,15
ollama-gptoss-20b_OlderSister_Egypt_male,domain,0,0,87,Egypt,Older Sister,female,male,son,ollama-gptoss-20b,gptoss,0
ollama-gptoss-20b_OlderSister_Egypt_male,trait,0,0,87,Egypt,Older Sister,female,male,son,ollama-gptoss-20b,gptoss,0
ollama-llama31-8b_OlderSister_Turkey_female,role,15,3,83,Turkey,Older Sister,female,female,daughter,ollama-llama31-8b,llama3,18
ollama-llama31-8b_OlderSister_Turkey_female,domain,1,0,83,Turkey,Older Sister,female,female,daughter,ollama-llama31-8b,llama3,1
ollama-llama31-8b_OlderSister_Turkey_female,trait,0,0,83,Turkey,Older Sister,female,female,daughter,ollama-llama31-8b,llama3,0
ollama-llama32-1b_OlderSister_Turkey_female,role,1,0,12,Turkey,Older Sister,female,female,daughter,ollama-llama32-1b,llama3,1
ollama-llama32-1b_OlderSister_Turkey_female,domain,0,0,12,Turkey,Older Sister,female,female,daughter,ollama-llama32-1b,llama3,0
ollama-llama32-1b_OlderSister_Turkey_female,trait,0,0,12,Turkey,Older Sister,female,female,daughter,ollama-llama32-1b,llama3,0
ollama-llama32-3b_OlderSister_Turkey_female,role,7,4,103,Turkey,Older Sister,female,female,daughter,ollama-llama32-3b,llama3,11
ollama-llama32-3b_OlderSister_Turkey_female,domain,0,0,103,Turkey,Older Sister,female,female,daughter,ollama-llama32-3b,llama3,0
ollama-llama32-3b_OlderSister_Turkey_female,trait,0,0,103,Turkey,Older Sister,female,female,daughter,ollama-llama32-3b,llama3,0
ollama-llama3-70b_OlderSister_Turkey_female,role,19,8,97,Turkey,Older Sister,female,female,daughter,ollama-llama3-70b,llama3,27
ollama-llama3-70b_OlderSister_Turkey_female,domain,2,0,97,Turkey,Older Sister,female,female,daughter,ollama-llama3-70b,llama3,2
ollama-llama3-70b_OlderSister_Turkey_female,trait,0,0,97,Turkey,Older Sister,female,female,daughter,ollama-llama3-70b,llama3,0
ollama-mistral-nemo_OlderSister_Turkey_female,role,12,7,109,Turkey,Older Sister,female,female,daughter,ollama-mistral-nemo,mistral,19
ollama-mistral-nemo_OlderSister_Turkey_female,domain,0,0,109,Turkey,Older Sister,female,female,daughter,ollama-mistral-nemo,mistral,0
ollama-mistral-nemo_OlderSister_Turkey_female,trait,0,1,109,Turkey,Older Sister,female,female,daughter,ollama-mistral-nemo,mistral,1
ollama-mistral-7b_OlderSister_Turkey_female,role,6,15,107,Turkey,Older Sister,female,female,daughter,ollama-mistral-7b,mistral,21
ollama-mistral-7b_OlderSister_Turkey_female,domain,1,0,107,Turkey,Older Sister,female,female,daughter,ollama-mistral-7b,mistral,1
ollama-mistral-7b_OlderSister_Turkey_female,trait,0,1,107,Turkey,Older Sister,female,female,daughter,ollama-mistral-7b,mistral,1
ollama-qwen25-7b_OlderSister_Turkey_female,role,24,8,99,Turkey,Older Sister,female,female,daughter,ollama-qwen25-7b,qwen25,32
ollama-qwen25-7b_OlderSister_Turkey_female,domain,6,0,99,Turkey,Older Sister,female,female,daughter,ollama-qwen25-7b,qwen25,6
ollama-qwen25-7b_OlderSister_Turkey_female,trait,0,0,99,Turkey,Older Sister,female,female,daughter,ollama-qwen25-7b,qwen25,0
ollama-qwen25-3b_OlderSister_Turkey_female,role,16,5,103,Turkey,Older Sister,female,female,daughter,ollama-qwen25-3b,qwen25,21
ollama-qwen25-3b_OlderSister_Turkey_female,domain,2,0,103,Turkey,Older Sister,female,female,daughter,ollama-qwen25-3b,qwen25,2
ollama-qwen25-3b_OlderSister_Turkey_female,trait,0,0,103,Turkey,Older Sister,female,female,daughter,ollama-qwen25-3b,qwen25,0
ollama-gemma2-2b_OlderSister_Turkey_female,role,6,5,105,Turkey,Older Sister,female,female,daughter,ollama-gemma2-2b,gemma,11
ollama-gemma2-2b_OlderSister_Turkey_female,domain,2,0,105,Turkey,Older Sister,female,female,daughter,ollama-gemma2-2b,gemma,2
ollama-gemma2-2b_OlderSister_Turkey_female,trait,1,1,105,Turkey,Older Sister,female,female,daughter,ollama-gemma2-2b,gemma,2
ollama-gemma3-12b_OlderSister_Turkey_female,role,7,6,110,Turkey,Older Sister,female,female,daughter,ollama-gemma3-12b,gemma,13
ollama-gemma3-12b_OlderSister_Turkey_female,domain,0,0,110,Turkey,Older Sister,female,female,daughter,ollama-gemma3-12b,gemma,0
ollama-gemma3-12b_OlderSister_Turkey_female,trait,2,0,110,Turkey,Older Sister,female,female,daughter,ollama-gemma3-12b,gemma,2
ollama-gemma3-27b_OlderSister_Turkey_female,role,6,7,95,Turkey,Older Sister,female,female,daughter,ollama-gemma3-27b,gemma,13
ollama-gemma3-27b_OlderSister_Turkey_female,domain,0,2,95,Turkey,Older Sister,female,female,daughter,ollama-gemma3-27b,gemma,2
ollama-gemma3-27b_OlderSister_Turkey_female,trait,0,0,95,Turkey,Older Sister,female,female,daughter,ollama-gemma3-27b,gemma,0
ollama-gptoss-20b_OlderSister_Turkey_female,role,4,4,88,Turkey,Older Sister,female,female,daughter,ollama-gptoss-20b,gptoss,8
ollama-gptoss-20b_OlderSister_Turkey_female,domain,2,0,88,Turkey,Older Sister,female,female,daughter,ollama-gptoss-20b,gptoss,2
ollama-gptoss-20b_OlderSister_Turkey_female,trait,0,0,88,Turkey,Older Sister,female,female,daughter,ollama-gptoss-20b,gptoss,0
ollama-llama31-8b_OlderSister_Turkey_male,role,16,7,88,Turkey,Older Sister,female,male,son,ollama-llama31-8b,llama3,23
ollama-llama31-8b_OlderSister_Turkey_male,domain,2,0,88,Turkey,Older Sister,female,male,son,ollama-llama31-8b,llama3,2
ollama-llama31-8b_OlderSister_Turkey_male,trait,0,0,88,Turkey,Older Sister,female,male,son,ollama-llama31-8b,llama3,0
ollama-llama32-1b_OlderSister_Turkey_male,role,1,1,12,Turkey,Older Sister,female,male,son,ollama-llama32-1b,llama3,2
ollama-llama32-1b_OlderSister_Turkey_male,domain,0,0,12,Turkey,Older Sister,female,male,son,ollama-llama32-1b,llama3,0
ollama-llama32-1b_OlderSister_Turkey_male,trait,0,0,12,Turkey,Older Sister,female,male,son,ollama-llama32-1b,llama3,0
ollama-llama32-3b_OlderSister_Turkey_male,role,11,4,96,Turkey,Older Sister,female,male,son,ollama-llama32-3b,llama3,15
ollama-llama32-3b_OlderSister_Turkey_male,domain,0,0,96,Turkey,Older Sister,female,male,son,ollama-llama32-3b,llama3,0
ollama-llama32-3b_OlderSister_Turkey_male,trait,0,0,96,Turkey,Older Sister,female,male,son,ollama-llama32-3b,llama3,0
ollama-llama3-70b_OlderSister_Turkey_male,role,18,10,102,Turkey,Older Sister,female,male,son,ollama-llama3-70b,llama3,28
ollama-llama3-70b_OlderSister_Turkey_male,domain,2,0,102,Turkey,Older Sister,female,male,son,ollama-llama3-70b,llama3,2
ollama-llama3-70b_OlderSister_Turkey_male,trait,0,0,102,Turkey,Older Sister,female,male,son,ollama-llama3-70b,llama3,0
ollama-mistral-nemo_OlderSister_Turkey_male,role,21,6,97,Turkey,Older Sister,female,male,son,ollama-mistral-nemo,mistral,27
ollama-mistral-nemo_OlderSister_Turkey_male,domain,5,0,97,Turkey,Older Sister,female,male,son,ollama-mistral-nemo,mistral,5
ollama-mistral-nemo_OlderSister_Turkey_male,trait,0,0,97,Turkey,Older Sister,female,male,son,ollama-mistral-nemo,mistral,0
ollama-mistral-7b_OlderSister_Turkey_male,role,14,9,103,Turkey,Older Sister,female,male,son,ollama-mistral-7b,mistral,23
ollama-mistral-7b_OlderSister_Turkey_male,domain,3,0,103,Turkey,Older Sister,female,male,son,ollama-mistral-7b,mistral,3
ollama-mistral-7b_OlderSister_Turkey_male,trait,0,0,103,Turkey,Older Sister,female,male,son,ollama-mistral-7b,mistral,0
ollama-qwen25-7b_OlderSister_Turkey_male,role,9,8,94,Turkey,Older Sister,female,male,son,ollama-qwen25-7b,qwen25,17
ollama-qwen25-7b_OlderSister_Turkey_male,domain,1,1,94,Turkey,Older Sister,female,male,son,ollama-qwen25-7b,qwen25,2
ollama-qwen25-7b_OlderSister_Turkey_male,trait,0,0,94,Turkey,Older Sister,female,male,son,ollama-qwen25-7b,qwen25,0
ollama-qwen25-3b_OlderSister_Turkey_male,role,3,8,50,Turkey,Older Sister,female,male,son,ollama-qwen25-3b,qwen25,11
ollama-qwen25-3b_OlderSister_Turkey_male,domain,0,1,50,Turkey,Older Sister,female,male,son,ollama-qwen25-3b,qwen25,1
ollama-qwen25-3b_OlderSister_Turkey_male,trait,0,0,50,Turkey,Older Sister,female,male,son,ollama-qwen25-3b,qwen25,0
ollama-gemma2-2b_OlderSister_Turkey_male,role,10,7,108,Turkey,Older Sister,female,male,son,ollama-gemma2-2b,gemma,17
ollama-gemma2-2b_OlderSister_Turkey_male,domain,4,0,108,Turkey,Older Sister,female,male,son,ollama-gemma2-2b,gemma,4
ollama-gemma2-2b_OlderSister_Turkey_male,trait,0,0,108,Turkey,Older Sister,female,male,son,ollama-gemma2-2b,gemma,0
ollama-gemma3-12b_OlderSister_Turkey_male,role,9,11,109,Turkey,Older Sister,female,male,son,ollama-gemma3-12b,gemma,20
ollama-gemma3-12b_OlderSister_Turkey_male,domain,1,0,109,Turkey,Older Sister,female,male,son,ollama-gemma3-12b,gemma,1
ollama-gemma3-12b_OlderSister_Turkey_male,trait,1,1,109,Turkey,Older Sister,female,male,son,ollama-gemma3-12b,gemma,2
ollama-gemma3-27b_OlderSister_Turkey_male,role,11,10,92,Turkey,Older Sister,female,male,son,ollama-gemma3-27b,gemma,21
ollama-gemma3-27b_OlderSister_Turkey_male,domain,1,0,92,Turkey,Older Sister,female,male,son,ollama-gemma3-27b,gemma,1
ollama-gemma3-27b_OlderSister_Turkey_male,trait,1,0,92,Turkey,Older Sister,female,male,son,ollama-gemma3-27b,gemma,1
ollama-gptoss-20b_OlderSister_Turkey_male,role,3,4,87,Turkey,Older Sister,female,male,son,ollama-gptoss-20b,gptoss,7
ollama-gptoss-20b_OlderSister_Turkey_male,domain,2,0,87,Turkey,Older Sister,female,male,son,ollama-gptoss-20b,gptoss,2
ollama-gptoss-20b_OlderSister_Turkey_male,trait,0,0,87,Turkey,Older Sister,female,male,son,ollama-gptoss-20b,gptoss,0
ollama-llama31-8b_OlderSister_Morocco_female,role,15,4,107,Morocco,Older Sister,female,female,daughter,ollama-llama31-8b,llama3,19
ollama-llama31-8b_OlderSister_Morocco_female,domain,1,0,107,Morocco,Older Sister,female,female,daughter,ollama-llama31-8b,llama3,1
ollama-llama31-8b_OlderSister_Morocco_female,trait,0,0,107,Morocco,Older Sister,female,female,daughter,ollama-llama31-8b,llama3,0
ollama-llama32-1b_OlderSister_Morocco_female,role,1,0,13,Morocco,Older Sister,female,female,daughter,ollama-llama32-1b,llama3,1
ollama-llama32-1b_OlderSister_Morocco_female,domain,0,0,13,Morocco,Older Sister,female,female,daughter,ollama-llama32-1b,llama3,0
ollama-llama32-1b_OlderSister_Morocco_female,trait,0,0,13,Morocco,Older Sister,female,female,daughter,ollama-llama32-1b,llama3,0
ollama-llama32-3b_OlderSister_Morocco_female,role,13,9,98,Morocco,Older Sister,female,female,daughter,ollama-llama32-3b,llama3,22
ollama-llama32-3b_OlderSister_Morocco_female,domain,0,0,98,Morocco,Older Sister,female,female,daughter,ollama-llama32-3b,llama3,0
ollama-llama32-3b_OlderSister_Morocco_female,trait,0,0,98,Morocco,Older Sister,female,female,daughter,ollama-llama32-3b,llama3,0
ollama-llama3-70b_OlderSister_Morocco_female,role,16,6,98,Morocco,Older Sister,female,female,daughter,ollama-llama3-70b,llama3,22
ollama-llama3-70b_OlderSister_Morocco_female,domain,1,0,98,Morocco,Older Sister,female,female,daughter,ollama-llama3-70b,llama3,1
ollama-llama3-70b_OlderSister_Morocco_female,trait,0,1,98,Morocco,Older Sister,female,female,daughter,ollama-llama3-70b,llama3,1
ollama-mistral-nemo_OlderSister_Morocco_female,role,14,6,102,Morocco,Older Sister,female,female,daughter,ollama-mistral-nemo,mistral,20
ollama-mistral-nemo_OlderSister_Morocco_female,domain,1,0,102,Morocco,Older Sister,female,female,daughter,ollama-mistral-nemo,mistral,1
ollama-mistral-nemo_OlderSister_Morocco_female,trait,0,0,102,Morocco,Older Sister,female,female,daughter,ollama-mistral-nemo,mistral,0
ollama-mistral-7b_OlderSister_Morocco_female,role,8,12,91,Morocco,Older Sister,female,female,daughter,ollama-mistral-7b,mistral,20
ollama-mistral-7b_OlderSister_Morocco_female,domain,1,0,91,Morocco,Older Sister,female,female,daughter,ollama-mistral-7b,mistral,1
ollama-mistral-7b_OlderSister_Morocco_female,trait,0,0,91,Morocco,Older Sister,female,female,daughter,ollama-mistral-7b,mistral,0
ollama-qwen25-7b_OlderSister_Morocco_female,role,12,5,96,Morocco,Older Sister,female,female,daughter,ollama-qwen25-7b,qwen25,17
ollama-qwen25-7b_OlderSister_Morocco_female,domain,4,0,96,Morocco,Older Sister,female,female,daughter,ollama-qwen25-7b,qwen25,4
ollama-qwen25-7b_OlderSister_Morocco_female,trait,1,0,96,Morocco,Older Sister,female,female,daughter,ollama-qwen25-7b,qwen25,1
ollama-qwen25-3b_OlderSister_Morocco_female,role,8,9,87,Morocco,Older Sister,female,female,daughter,ollama-qwen25-3b,qwen25,17
ollama-qwen25-3b_OlderSister_Morocco_female,domain,0,0,87,Morocco,Older Sister,female,female,daughter,ollama-qwen25-3b,qwen25,0
ollama-qwen25-3b_OlderSister_Morocco_female,trait,0,0,87,Morocco,Older Sister,female,female,daughter,ollama-qwen25-3b,qwen25,0
ollama-gemma2-2b_OlderSister_Morocco_female,role,3,7,111,Morocco,Older Sister,female,female,daughter,ollama-gemma2-2b,gemma,10
ollama-gemma2-2b_OlderSister_Morocco_female,domain,2,0,111,Morocco,Older Sister,female,female,daughter,ollama-gemma2-2b,gemma,2
ollama-gemma2-2b_OlderSister_Morocco_female,trait,0,0,111,Morocco,Older Sister,female,female,daughter,ollama-gemma2-2b,gemma,0
ollama-gemma3-12b_OlderSister_Morocco_female,role,9,9,121,Morocco,Older Sister,female,female,daughter,ollama-gemma3-12b,gemma,18
ollama-gemma3-12b_OlderSister_Morocco_female,domain,1,0,121,Morocco,Older Sister,female,female,daughter,ollama-gemma3-12b,gemma,1
ollama-gemma3-12b_OlderSister_Morocco_female,trait,2,0,121,Morocco,Older Sister,female,female,daughter,ollama-gemma3-12b,gemma,2
ollama-gemma3-27b_OlderSister_Morocco_female,role,7,8,100,Morocco,Older Sister,female,female,daughter,ollama-gemma3-27b,gemma,15
ollama-gemma3-27b_OlderSister_Morocco_female,domain,1,0,100,Morocco,Older Sister,female,female,daughter,ollama-gemma3-27b,gemma,1
ollama-gemma3-27b_OlderSister_Morocco_female,trait,1,0,100,Morocco,Older Sister,female,female,daughter,ollama-gemma3-27b,gemma,1
ollama-llama31-8b_OlderSister_Morocco_male,role,12,8,98,Morocco,Older Sister,female,male,son,ollama-llama31-8b,llama3,20
ollama-llama31-8b_OlderSister_Morocco_male,domain,2,0,98,Morocco,Older Sister,female,male,son,ollama-llama31-8b,llama3,2
ollama-llama31-8b_OlderSister_Morocco_male,trait,0,0,98,Morocco,Older Sister,female,male,son,ollama-llama31-8b,llama3,0
ollama-llama32-1b_OlderSister_Morocco_male,role,0,1,19,Morocco,Older Sister,female,male,son,ollama-llama32-1b,llama3,1
ollama-llama32-1b_OlderSister_Morocco_male,domain,0,0,19,Morocco,Older Sister,female,male,son,ollama-llama32-1b,llama3,0
ollama-llama32-1b_OlderSister_Morocco_male,trait,0,0,19,Morocco,Older Sister,female,male,son,ollama-llama32-1b,llama3,0
ollama-llama32-3b_OlderSister_Morocco_male,role,10,12,105,Morocco,Older Sister,female,male,son,ollama-llama32-3b,llama3,22
ollama-llama32-3b_OlderSister_Morocco_male,domain,1,2,105,Morocco,Older Sister,female,male,son,ollama-llama32-3b,llama3,3
ollama-llama32-3b_OlderSister_Morocco_male,trait,0,0,105,Morocco,Older Sister,female,male,son,ollama-llama32-3b,llama3,0
ollama-llama3-70b_OlderSister_Morocco_male,role,16,9,109,Morocco,Older Sister,female,male,son,ollama-llama3-70b,llama3,25
ollama-llama3-70b_OlderSister_Morocco_male,domain,1,0,109,Morocco,Older Sister,female,male,son,ollama-llama3-70b,llama3,1
ollama-llama3-70b_OlderSister_Morocco_male,trait,0,0,109,Morocco,Older Sister,female,male,son,ollama-llama3-70b,llama3,0
ollama-mistral-nemo_OlderSister_Morocco_male,role,9,1,132,Morocco,Older Sister,female,male,son,ollama-mistral-nemo,mistral,10
ollama-mistral-nemo_OlderSister_Morocco_male,domain,3,0,132,Morocco,Older Sister,female,male,son,ollama-mistral-nemo,mistral,3
ollama-mistral-nemo_OlderSister_Morocco_male,trait,0,0,132,Morocco,Older Sister,female,male,son,ollama-mistral-nemo,mistral,0
ollama-mistral-7b_OlderSister_Morocco_male,role,3,14,105,Morocco,Older Sister,female,male,son,ollama-mistral-7b,mistral,17
ollama-mistral-7b_OlderSister_Morocco_male,domain,2,0,105,Morocco,Older Sister,female,male,son,ollama-mistral-7b,mistral,2
ollama-mistral-7b_OlderSister_Morocco_male,trait,0,0,105,Morocco,Older Sister,female,male,son,ollama-mistral-7b,mistral,0
ollama-qwen25-7b_OlderSister_Morocco_male,role,3,7,59,Morocco,Older Sister,female,male,son,ollama-qwen25-7b,qwen25,10
ollama-qwen25-7b_OlderSister_Morocco_male,domain,0,0,59,Morocco,Older Sister,female,male,son,ollama-qwen25-7b,qwen25,0
ollama-qwen25-7b_OlderSister_Morocco_male,trait,1,0,59,Morocco,Older Sister,female,male,son,ollama-qwen25-7b,qwen25,1
ollama-qwen25-3b_OlderSister_Morocco_male,role,8,6,80,Morocco,Older Sister,female,male,son,ollama-qwen25-3b,qwen25,14
ollama-qwen25-3b_OlderSister_Morocco_male,domain,0,1,80,Morocco,Older Sister,female,male,son,ollama-qwen25-3b,qwen25,1
ollama-qwen25-3b_OlderSister_Morocco_male,trait,0,0,80,Morocco,Older Sister,female,male,son,ollama-qwen25-3b,qwen25,0
ollama-gemma2-2b_OlderSister_Morocco_male,role,12,2,130,Morocco,Older Sister,female,male,son,ollama-gemma2-2b,gemma,14
ollama-gemma2-2b_OlderSister_Morocco_male,domain,2,0,130,Morocco,Older Sister,female,male,son,ollama-gemma2-2b,gemma,2
ollama-gemma2-2b_OlderSister_Morocco_male,trait,0,0,130,Morocco,Older Sister,female,male,son,ollama-gemma2-2b,gemma,0
ollama-gemma3-12b_OlderSister_Morocco_male,role,8,6,105,Morocco,Older Sister,female,male,son,ollama-gemma3-12b,gemma,14
ollama-gemma3-12b_OlderSister_Morocco_male,domain,1,0,105,Morocco,Older Sister,female,male,son,ollama-gemma3-12b,gemma,1
ollama-gemma3-12b_OlderSister_Morocco_male,trait,0,0,105,Morocco,Older Sister,female,male,son,ollama-gemma3-12b,gemma,0
ollama-gemma3-27b_OlderSister_Morocco_male,role,4,9,103,Morocco,Older Sister,female,male,son,ollama-gemma3-27b,gemma,13
ollama-gemma3-27b_OlderSister_Morocco_male,domain,0,0,103,Morocco,Older Sister,female,male,son,ollama-gemma3-27b,gemma,0
ollama-gemma3-27b_OlderSister_Morocco_male,trait,1,0,103,Morocco,Older Sister,female,male,son,ollama-gemma3-27b,gemma,1
ollama-gptoss-20b_OlderSister_Morocco_male,role,8,5,90,Morocco,Older Sister,female,male,son,ollama-gptoss-20b,gptoss,13
ollama-gptoss-20b_OlderSister_Morocco_male,domain,0,0,90,Morocco,Older Sister,female,male,son,ollama-gptoss-20b,gptoss,0
ollama-gptoss-20b_OlderSister_Morocco_male,trait,0,0,90,Morocco,Older Sister,female,male,son,ollama-gptoss-20b,gptoss,0
ollama-llama31-8b_OlderSister_Nigeria_female,role,22,15,104,Nigeria,Older Sister,female,female,daughter,ollama-llama31-8b,llama3,37
ollama-llama31-8b_OlderSister_Nigeria_female,domain,5,0,104,Nigeria,Older Sister,female,female,daughter,ollama-llama31-8b,llama3,5
ollama-llama31-8b_OlderSister_Nigeria_female,trait,0,1,104,Nigeria,Older Sister,female,female,daughter,ollama-llama31-8b,llama3,1
ollama-llama32-1b_OlderSister_Nigeria_female,role,1,0,12,Nigeria,Older Sister,female,female,daughter,ollama-llama32-1b,llama3,1
ollama-llama32-1b_OlderSister_Nigeria_female,domain,0,0,12,Nigeria,Older Sister,female,female,daughter,ollama-llama32-1b,llama3,0
ollama-llama32-1b_OlderSister_Nigeria_female,trait,0,0,12,Nigeria,Older Sister,female,female,daughter,ollama-llama32-1b,llama3,0
ollama-llama32-3b_OlderSister_Nigeria_female,role,7,8,99,Nigeria,Older Sister,female,female,daughter,ollama-llama32-3b,llama3,15
ollama-llama32-3b_OlderSister_Nigeria_female,domain,1,0,99,Nigeria,Older Sister,female,female,daughter,ollama-llama32-3b,llama3,1
ollama-llama32-3b_OlderSister_Nigeria_female,trait,1,0,99,Nigeria,Older Sister,female,female,daughter,ollama-llama32-3b,llama3,1
ollama-llama3-70b_OlderSister_Nigeria_female,role,25,8,99,Nigeria,Older Sister,female,female,daughter,ollama-llama3-70b,llama3,33
ollama-llama3-70b_OlderSister_Nigeria_female,domain,2,0,99,Nigeria,Older Sister,female,female,daughter,ollama-llama3-70b,llama3,2
